gene_id	id	product	target_prot	target_nuc	unique_id	cluster	padloc_system	padloc_gene
WRM43414.1	WRM43414.1	DNA gyrase subunit B	WRM43423.1	OR836606.1	85	46		
WRM43415.1	WRM43415.1	hypothetical protein	WRM43423.1	OR836606.1	85	86		
WRM43416.1	WRM43416.1	hypothetical protein	WRM43423.1	OR836606.1	85	180		
WRM43417.1	WRM43417.1	hypothetical protein	WRM43423.1	OR836606.1	85	179		
WRM43418.1	WRM43418.1	hypothetical protein	WRM43423.1	OR836606.1	85	178		
WRM43419.1	WRM43419.1	hypothetical protein	WRM43423.1	OR836606.1	85	119		
WRM43420.1	WRM43420.1	hypothetical protein	WRM43423.1	OR836606.1	85	114		
WRM43421.1	WRM43421.1	hypothetical protein	WRM43423.1	OR836606.1	85	89		
WRM43422.1	WRM43422.1	hypothetical protein	WRM43423.1	OR836606.1	85	116		
WRM43423.1	WRM43423.1	retron-type RNA-directed DNA polymerase	WRM43423.1	OR836606.1	85	1		
WRM43424.1	WRM43424.1	hypothetical protein	WRM43423.1	OR836606.1	85			
WRM43425.1	WRM43425.1	hypothetical protein	WRM43423.1	OR836606.1	85	118		
WRM43426.1	WRM43426.1	hypothetical protein	WRM43423.1	OR836606.1	85	117		
WRM43427.1	WRM43427.1	hypothetical protein	WRM43423.1	OR836606.1	85	90		
WRM43428.1	WRM43428.1	hypothetical protein	WRM43423.1	OR836606.1	85	85		
WRM43429.1	WRM43429.1	hypothetical protein	WRM43423.1	OR836606.1	85	91		
WRM43430.1	WRM43430.1	hypothetical protein	WRM43423.1	OR836606.1	85	47		
WRM43431.1	WRM43431.1	hypothetical protein	WRM43423.1	OR836606.1	85	34		
WRM43432.1	WRM43432.1	hypothetical protein	WRM43423.1	OR836606.1	85	47		
WRM43433.1	WRM43433.1	hypothetical protein	WRM43423.1	OR836606.1	85	92		
WRM43434.1	WRM43434.1	hypothetical protein	WRM43423.1	OR836606.1	85	127		
WRM43435.1	WRM43435.1	hypothetical protein	WRM43423.1	OR836606.1	85	176		
WRM43436.1	WRM43436.1	hypothetical protein	WRM43423.1	OR836606.1	85	182		
WRM43437.1	WRM43437.1	hypothetical protein	WRM43423.1	OR836606.1	85	128		
WRM43438.1	WRM43438.1	hypothetical protein	WRM43423.1	OR836606.1	85	129		
WRM43439.1	WRM43439.1	hypothetical protein	WRM43423.1	OR836606.1	85	190		
WRM43440.1	WRM43440.1	hypothetical protein	WRM43423.1	OR836606.1	85	191		
WRM43441.1	WRM43441.1	hypothetical protein	WRM43423.1	OR836606.1	85	307		
WRM43442.1	WRM43442.1	hypothetical protein	WRM43423.1	OR836606.1	85	502		
WRM43443.1	WRM43443.1	hypothetical protein	WRM43423.1	OR836606.1	85			
WRM43444.1	WRM43444.1	hypothetical protein	WRM43423.1	OR836606.1	85			
WRM43445.1	WRM43445.1	hypothetical protein	WRM43423.1	OR836606.1	85	192		
WRM43446.1	WRM43446.1	hypothetical protein	WRM43423.1	OR836606.1	85	193		
WRM43447.1	WRM43447.1	hypothetical protein	WRM43423.1	OR836606.1	85	63		
WRM43448.1	WRM43448.1	hypothetical protein	WRM43423.1	OR836606.1	85	63		
WRM43449.1	WRM43449.1	hypothetical protein	WRM43423.1	OR836606.1	85	194		
WRM43450.1	WRM43450.1	hypothetical protein	WRM43423.1	OR836606.1	85	195		
WRM43451.1	WRM43451.1	hypothetical protein	WRM43423.1	OR836606.1	85	196		
WRM43452.1	WRM43452.1	hypothetical protein	WRM43423.1	OR836606.1	85	181		
QPI16920.1	QPI16920.1	hypothetical protein	QPI16926.1	MW218148.1	86	47		
QPI16921.1	QPI16921.1	hypothetical protein	QPI16926.1	MW218148.1	86	91		
QPI16922.1	QPI16922.1	hypothetical protein	QPI16926.1	MW218148.1	86	85		
QPI16923.1	QPI16923.1	N-acetylmuramoyl-L-alanine amidase	QPI16926.1	MW218148.1	86	90		
QPI16924.1	QPI16924.1	hypothetical protein	QPI16926.1	MW218148.1	86	117		
QPI16925.1	QPI16925.1	hypothetical protein	QPI16926.1	MW218148.1	86	118		
QPI16926.1	QPI16926.1	hypothetical protein	QPI16926.1	MW218148.1	86	1		
QPI16927.1	QPI16927.1	hypothetical protein	QPI16926.1	MW218148.1	86	116		
QPI16928.1	QPI16928.1	hypothetical protein	QPI16926.1	MW218148.1	86	89		
QPI16929.1	QPI16929.1	hypothetical protein	QPI16926.1	MW218148.1	86	114		
QPI16930.1	QPI16930.1	hypothetical protein	QPI16926.1	MW218148.1	86	119		
QPI16931.1	QPI16931.1	glycosyltransferase family 2 protein	QPI16926.1	MW218148.1	86	183		
QPI16932.1	QPI16932.1	hypothetical protein	QPI16926.1	MW218148.1	86	178		
QPI16933.1	QPI16933.1	hypothetical protein	QPI16926.1	MW218148.1	86	179		
QPI16934.1	QPI16934.1	hypothetical protein	QPI16926.1	MW218148.1	86	180		
QPI16935.1	QPI16935.1	hypothetical protein	QPI16926.1	MW218148.1	86	86		
QPI16936.1	QPI16936.1	DNA gyrase subunit B	QPI16926.1	MW218148.1	86	46		
QPI16937.1	QPI16937.1	hypothetical protein	QPI16926.1	MW218148.1	86	308		
QPI16938.1	QPI16938.1	hypothetical protein	QPI16926.1	MW218148.1	86	184		
QPI16939.1	QPI16939.1	hypothetical protein	QPI16926.1	MW218148.1	86	120		
QPI16940.1	QPI16940.1	hypothetical protein	QPI16926.1	MW218148.1	86	121		
QPI16941.1	QPI16941.1	HNH endonuclease	QPI16926.1	MW218148.1	86	122		
QPI16942.1	QPI16942.1	hypothetical protein	QPI16926.1	MW218148.1	86	123		
QPI16943.1	QPI16943.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16944.1	QPI16944.1	gyrase subunit A protein	QPI16926.1	MW218148.1	86	65		
QPI16945.1	QPI16945.1	hypothetical protein	QPI16926.1	MW218148.1	86	48		
QPI16946.1	QPI16946.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16947.1	QPI16947.1	hypothetical protein	QPI16926.1	MW218148.1	86	124		
QPI16948.1	QPI16948.1	hypothetical protein	QPI16926.1	MW218148.1	86	309		
QPI16949.1	QPI16949.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16950.1	QPI16950.1	hypothetical protein	QPI16926.1	MW218148.1	86	314		
QPI16951.1	QPI16951.1	membrane protein	QPI16926.1	MW218148.1	86	187		
QPI16952.1	QPI16952.1	hypothetical protein	QPI16926.1	MW218148.1	86	309		
QPI16953.1	QPI16953.1	hypothetical protein	QPI16926.1	MW218148.1	86	309		
QPI16954.1	QPI16954.1	hypothetical protein	QPI16926.1	MW218148.1	86	314		
QPI16955.1	QPI16955.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16956.1	QPI16956.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16957.1	QPI16957.1	hypothetical protein	QPI16926.1	MW218148.1	86	503		
QPI16958.1	QPI16958.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16959.1	QPI16959.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16960.1	QPI16960.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16961.1	QPI16961.1	hypothetical protein	QPI16926.1	MW218148.1	86	189		
QPI16962.1	QPI16962.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16963.1	QPI16963.1	prohibitin family protein	QPI16926.1	MW218148.1	86	28		
QPI16964.1	QPI16964.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16965.1	QPI16965.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16966.1	QPI16966.1	hypothetical protein	QPI16926.1	MW218148.1	86			
QPI16967.1	QPI16967.1	hypothetical protein	QPI16926.1	MW218148.1	86	507		
QPI16968.1	QPI16968.1	hypothetical protein	QPI16926.1	MW218148.1	86	306		
QPI16969.1	QPI16969.1	toxic anion resistance protein	QPI16926.1	MW218148.1	86	125		
QPI16970.1	QPI16970.1	hypothetical protein	QPI16926.1	MW218148.1	86	87		
QPI16971.1	QPI16971.1	hypothetical protein	QPI16926.1	MW218148.1	86	115		
QPI16972.1	QPI16972.1	UvsX-like recombinase	QPI16926.1	MW218148.1	86	21		
QPI16973.1	QPI16973.1	RNA polymerase beta subunit	QPI16926.1	MW218148.1	86	64		
QPI16974.1	QPI16974.1	hypothetical protein	QPI16926.1	MW218148.1	86	310		
QQO92562.1	QQO92562.1	hypothetical protein	QQO92593.1	MW349128.1	87	192		
QQO92563.1	QQO92563.1	hypothetical protein	QQO92593.1	MW349128.1	87	193		
QQO92564.1	QQO92564.1	hypothetical protein	QQO92593.1	MW349128.1	87	63		
QQO92565.1	QQO92565.1	hypothetical protein	QQO92593.1	MW349128.1	87	63		
QQO92566.1	QQO92566.1	hypothetical protein	QQO92593.1	MW349128.1	87	63		
QQO92567.1	QQO92567.1	hypothetical protein	QQO92593.1	MW349128.1	87	194		
QQO92568.1	QQO92568.1	hypothetical protein	QQO92593.1	MW349128.1	87	195		
QQO92569.1	QQO92569.1	non-viral RNA polymerase specificity subunit	QQO92593.1	MW349128.1	87	196		
QQO92570.1	QQO92570.1	hypothetical protein	QQO92593.1	MW349128.1	87	181		
QQO92571.1	QQO92571.1	molecular chaperone GroEL	QQO92593.1	MW349128.1	87	510		
QQO92572.1	QQO92572.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92573.1	QQO92573.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92574.1	QQO92574.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92575.1	QQO92575.1	baseplate wedge subunit	QQO92593.1	MW349128.1	87			
QQO92576.1	QQO92576.1	endonuclease fused to N-terminal Zn finger domain	QQO92593.1	MW349128.1	87			
QQO92577.1	QQO92577.1	guanylate kinase-like protein	QQO92593.1	MW349128.1	87	504		
QQO92578.1	QQO92578.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92579.1	QQO92579.1	DNA helicase	QQO92593.1	MW349128.1	87	129		
QQO92580.1	QQO92580.1	metallophosphatase	QQO92593.1	MW349128.1	87	128		
QQO92581.1	QQO92581.1	hypothetical protein	QQO92593.1	MW349128.1	87	182		
QQO92582.1	QQO92582.1	hypothetical protein	QQO92593.1	MW349128.1	87	176		
QQO92583.1	QQO92583.1	virion associated protein	QQO92593.1	MW349128.1	87	127		
QQO92584.1	QQO92584.1	hypothetical protein	QQO92593.1	MW349128.1	87	92		
QQO92585.1	QQO92585.1	transposase	QQO92593.1	MW349128.1	87	34		
QQO92586.1	QQO92586.1	hypothetical protein	QQO92593.1	MW349128.1	87	92		
QQO92587.1	QQO92587.1	hypothetical protein	QQO92593.1	MW349128.1	87	47		
QQO92588.1	QQO92588.1	hypothetical protein	QQO92593.1	MW349128.1	87	91		
QQO92589.1	QQO92589.1	hypothetical protein	QQO92593.1	MW349128.1	87	85		
QQO92590.1	QQO92590.1	endolysin	QQO92593.1	MW349128.1	87	90		
QQO92591.1	QQO92591.1	hypothetical protein	QQO92593.1	MW349128.1	87	117		
QQO92592.1	QQO92592.1	hypothetical protein	QQO92593.1	MW349128.1	87	118		
QQO92593.1	QQO92593.1	RNA-directed DNA polymerase	QQO92593.1	MW349128.1	87	1		
QQO92594.1	QQO92594.1	hypothetical protein	QQO92593.1	MW349128.1	87	116		
QQO92595.1	QQO92595.1	hypothetical protein	QQO92593.1	MW349128.1	87	89		
QQO92596.1	QQO92596.1	hypothetical protein	QQO92593.1	MW349128.1	87	114		
QQO92597.1	QQO92597.1	hypothetical protein	QQO92593.1	MW349128.1	87	119		
QQO92598.1	QQO92598.1	HNH endonuclease	QQO92593.1	MW349128.1	87	311		
QQO92599.1	QQO92599.1	glycosyltransferase	QQO92593.1	MW349128.1	87	183		
QQO92600.1	QQO92600.1	hypothetical protein	QQO92593.1	MW349128.1	87	86		
QQO92601.1	QQO92601.1	transposase	QQO92593.1	MW349128.1	87	34		
QQO92602.1	QQO92602.1	DNA gyrase subunit B	QQO92593.1	MW349128.1	87	46		
QQO92603.1	QQO92603.1	hypothetical protein	QQO92593.1	MW349128.1	87	184		
QQO92604.1	QQO92604.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92605.1	QQO92605.1	hypothetical protein	QQO92593.1	MW349128.1	87	120		
QQO92606.1	QQO92606.1	hypothetical protein	QQO92593.1	MW349128.1	87	312		
QQO92607.1	QQO92607.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92608.1	QQO92608.1	RNaseZ-like protein	QQO92593.1	MW349128.1	87	185		
QQO92609.1	QQO92609.1	hypothetical protein	QQO92593.1	MW349128.1	87	121		
QQO92610.1	QQO92610.1	HNH homing endonuclease	QQO92593.1	MW349128.1	87	122		
QQO92611.1	QQO92611.1	nuclease	QQO92593.1	MW349128.1	87	186		
QQO92612.1	QQO92612.1	hypothetical protein	QQO92593.1	MW349128.1	87	123		
QQO92613.1	QQO92613.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92614.1	QQO92614.1	intein-containing DNA gyrase subunit A	QQO92593.1	MW349128.1	87	65		
QQO92615.1	QQO92615.1	viral RNA polymerase beta subunit	QQO92593.1	MW349128.1	87	48		
QQO92616.1	QQO92616.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92617.1	QQO92617.1	hypothetical protein	QQO92593.1	MW349128.1	87	313		
QQO92618.1	QQO92618.1	membrane protein	QQO92593.1	MW349128.1	87	187		
QQO92619.1	QQO92619.1	hypothetical protein	QQO92593.1	MW349128.1	87	505		
QQO92620.1	QQO92620.1	hypothetical protein	QQO92593.1	MW349128.1	87	314		
QQO92621.1	QQO92621.1	hypothetical protein	QQO92593.1	MW349128.1	87	124		
QQO92622.1	QQO92622.1	hypothetical protein	QQO92593.1	MW349128.1	87	87		
QQO92623.1	QQO92623.1	hypothetical protein	QQO92593.1	MW349128.1	87	115		
QQO92624.1	QQO92624.1	hypothetical protein	QQO92593.1	MW349128.1	87	177		
QQO92625.1	QQO92625.1	hypothetical protein	QQO92593.1	MW349128.1	87	506		
QQO92626.1	QQO92626.1	hypothetical protein	QQO92593.1	MW349128.1	87	315		
QQO92627.1	QQO92627.1	hypothetical protein	QQO92593.1	MW349128.1	87	124		
QQO92628.1	QQO92628.1	TelA-like protein	QQO92593.1	MW349128.1	87	125		
QQO92629.1	QQO92629.1	hypothetical protein	QQO92593.1	MW349128.1	87	87		
QQO92630.1	QQO92630.1	hypothetical protein	QQO92593.1	MW349128.1	87	306		
QQO92631.1	QQO92631.1	hypothetical protein	QQO92593.1	MW349128.1	87	188		
QQO92632.1	QQO92632.1	hypothetical protein	QQO92593.1	MW349128.1	87	316		
QQO92633.1	QQO92633.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92634.1	QQO92634.1	hypothetical protein	QQO92593.1	MW349128.1	87	317		
QQO92635.1	QQO92635.1	hypothetical protein	QQO92593.1	MW349128.1	87	189		
QQO92636.1	QQO92636.1	hypothetical protein	QQO92593.1	MW349128.1	87	507		
QQO92637.1	QQO92637.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92638.1	QQO92638.1	hypothetical protein	QQO92593.1	MW349128.1	87			
QQO92639.1	QQO92639.1	UvsX-like recombinase	QQO92593.1	MW349128.1	87	21		
QQO92640.1	QQO92640.1	non-viral RNA polymerase beta subunit	QQO92593.1	MW349128.1	87	64		
QQO92641.1	QQO92641.1	homing endonuclease	QQO92593.1	MW349128.1	87	88		
QXN67910.1	QXN67910.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67911.1	QXN67911.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67912.1	QXN67912.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67913.1	QXN67913.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67914.1	QXN67914.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67915.1	QXN67915.1	chromosome partition protein	QXN67953.1	MZ422438.1	88			
QXN67916.1	QXN67916.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67917.1	QXN67917.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67918.1	QXN67918.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67919.1	QXN67919.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67920.1	QXN67920.1	DNA-directed RNA polymerase subunit gamma	QXN67953.1	MZ422438.1	88	508		
QXN67921.1	QXN67921.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67922.1	QXN67922.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67923.1	QXN67923.1	DNA-directed RNA polymerase subunit beta'	QXN67953.1	MZ422438.1	88	508		
QXN67924.1	QXN67924.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67925.1	QXN67925.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67926.1	QXN67926.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67927.1	QXN67927.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67928.1	QXN67928.1	DNA ligase	QXN67953.1	MZ422438.1	88	126		
QXN67929.1	QXN67929.1	DNA ligase	QXN67953.1	MZ422438.1	88			
QXN67930.1	QXN67930.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67931.1	QXN67931.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67932.1	QXN67932.1	DNA-directed RNA polymerase subunit beta	QXN67953.1	MZ422438.1	88	64		
QXN67933.1	QXN67933.1	hypothetical protein	QXN67953.1	MZ422438.1	88	21		
QXN67934.1	QXN67934.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67935.1	QXN67935.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67936.1	QXN67936.1	hypothetical protein	QXN67953.1	MZ422438.1	88	48		
QXN67937.1	QXN67937.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67938.1	QXN67938.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67939.1	QXN67939.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67940.1	QXN67940.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67941.1	QXN67941.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67942.1	QXN67942.1	type 2 topoisomerase subunit B	QXN67953.1	MZ422438.1	88	46		
QXN67943.1	QXN67943.1	DNA gyrase subunit A	QXN67953.1	MZ422438.1	88	65		
QXN67944.1	QXN67944.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67945.1	QXN67945.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67946.1	QXN67946.1	hypothetical protein	QXN67953.1	MZ422438.1	88	89		
QXN67947.1	QXN67947.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67948.1	QXN67948.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67949.1	QXN67949.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67950.1	QXN67950.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67951.1	QXN67951.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67952.1	QXN67952.1	hypothetical protein	QXN67953.1	MZ422438.1	88	509		
QXN67953.1	QXN67953.1	hypothetical protein	QXN67953.1	MZ422438.1	88	49		
QXN67954.1	QXN67954.1	hypothetical protein	QXN67953.1	MZ422438.1	88	509		
QXN67955.1	QXN67955.1	hypothetical protein	QXN67953.1	MZ422438.1	88	49		
QXN67956.1	QXN67956.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67957.1	QXN67957.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67958.1	QXN67958.1	hypothetical protein	QXN67953.1	MZ422438.1	88	90		
QXN67959.1	QXN67959.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67960.1	QXN67960.1	hypothetical protein	QXN67953.1	MZ422438.1	88	85		
QXN67961.1	QXN67961.1	hypothetical protein	QXN67953.1	MZ422438.1	88	91		
QXN67962.1	QXN67962.1	hypothetical protein	QXN67953.1	MZ422438.1	88	47		
QXN67963.1	QXN67963.1	hypothetical protein	QXN67953.1	MZ422438.1	88	47		
QXN67964.1	QXN67964.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67965.1	QXN67965.1	hypothetical protein	QXN67953.1	MZ422438.1	88	92		
QXN67966.1	QXN67966.1	hypothetical protein	QXN67953.1	MZ422438.1	88	127		
QXN67967.1	QXN67967.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67968.1	QXN67968.1	hypothetical protein	QXN67953.1	MZ422438.1	88	128		
QXN67969.1	QXN67969.1	hypothetical protein	QXN67953.1	MZ422438.1	88	129		
QXN67970.1	QXN67970.1	hypothetical protein	QXN67953.1	MZ422438.1	88	190		
QXN67971.1	QXN67971.1	hypothetical protein	QXN67953.1	MZ422438.1	88	191		
QXN67972.1	QXN67972.1	hypothetical protein	QXN67953.1	MZ422438.1	88	307		
QXN67973.1	QXN67973.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67974.1	QXN67974.1	hypothetical protein	QXN67953.1	MZ422438.1	88	192		
QXN67975.1	QXN67975.1	hypothetical protein	QXN67953.1	MZ422438.1	88	193		
QXN67976.1	QXN67976.1	hypothetical protein	QXN67953.1	MZ422438.1	88	194		
QXN67977.1	QXN67977.1	hypothetical protein	QXN67953.1	MZ422438.1	88	195		
QXN67978.1	QXN67978.1	hypothetical protein	QXN67953.1	MZ422438.1	88			
QXN67979.1	QXN67979.1	hypothetical protein	QXN67953.1	MZ422438.1	88	196		
QXN67980.1	QXN67980.1	hypothetical protein	QXN67953.1	MZ422438.1	88	181		
QXN67916.1	QXN67916.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67917.1	QXN67917.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67918.1	QXN67918.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67919.1	QXN67919.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67920.1	QXN67920.1	DNA-directed RNA polymerase subunit gamma	QXN67955.1	MZ422438.1	89	508		
QXN67921.1	QXN67921.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67922.1	QXN67922.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67923.1	QXN67923.1	DNA-directed RNA polymerase subunit beta'	QXN67955.1	MZ422438.1	89	508		
QXN67924.1	QXN67924.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67925.1	QXN67925.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67926.1	QXN67926.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67927.1	QXN67927.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67928.1	QXN67928.1	DNA ligase	QXN67955.1	MZ422438.1	89	126		
QXN67929.1	QXN67929.1	DNA ligase	QXN67955.1	MZ422438.1	89			
QXN67930.1	QXN67930.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67931.1	QXN67931.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67932.1	QXN67932.1	DNA-directed RNA polymerase subunit beta	QXN67955.1	MZ422438.1	89	64		
QXN67933.1	QXN67933.1	hypothetical protein	QXN67955.1	MZ422438.1	89	21		
QXN67934.1	QXN67934.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67935.1	QXN67935.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67936.1	QXN67936.1	hypothetical protein	QXN67955.1	MZ422438.1	89	48		
QXN67937.1	QXN67937.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67938.1	QXN67938.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67939.1	QXN67939.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67940.1	QXN67940.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67941.1	QXN67941.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67942.1	QXN67942.1	type 2 topoisomerase subunit B	QXN67955.1	MZ422438.1	89	46		
QXN67943.1	QXN67943.1	DNA gyrase subunit A	QXN67955.1	MZ422438.1	89	65		
QXN67944.1	QXN67944.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67945.1	QXN67945.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67946.1	QXN67946.1	hypothetical protein	QXN67955.1	MZ422438.1	89	89		
QXN67947.1	QXN67947.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67948.1	QXN67948.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67949.1	QXN67949.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67950.1	QXN67950.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67951.1	QXN67951.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67952.1	QXN67952.1	hypothetical protein	QXN67955.1	MZ422438.1	89	509		
QXN67953.1	QXN67953.1	hypothetical protein	QXN67955.1	MZ422438.1	89	49		
QXN67954.1	QXN67954.1	hypothetical protein	QXN67955.1	MZ422438.1	89	509		
QXN67955.1	QXN67955.1	hypothetical protein	QXN67955.1	MZ422438.1	89	49		
QXN67956.1	QXN67956.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67957.1	QXN67957.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67958.1	QXN67958.1	hypothetical protein	QXN67955.1	MZ422438.1	89	90		
QXN67959.1	QXN67959.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67960.1	QXN67960.1	hypothetical protein	QXN67955.1	MZ422438.1	89	85		
QXN67961.1	QXN67961.1	hypothetical protein	QXN67955.1	MZ422438.1	89	91		
QXN67962.1	QXN67962.1	hypothetical protein	QXN67955.1	MZ422438.1	89	47		
QXN67963.1	QXN67963.1	hypothetical protein	QXN67955.1	MZ422438.1	89	47		
QXN67964.1	QXN67964.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67965.1	QXN67965.1	hypothetical protein	QXN67955.1	MZ422438.1	89	92		
QXN67966.1	QXN67966.1	hypothetical protein	QXN67955.1	MZ422438.1	89	127		
QXN67967.1	QXN67967.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67968.1	QXN67968.1	hypothetical protein	QXN67955.1	MZ422438.1	89	128		
QXN67969.1	QXN67969.1	hypothetical protein	QXN67955.1	MZ422438.1	89	129		
QXN67970.1	QXN67970.1	hypothetical protein	QXN67955.1	MZ422438.1	89	190		
QXN67971.1	QXN67971.1	hypothetical protein	QXN67955.1	MZ422438.1	89	191		
QXN67972.1	QXN67972.1	hypothetical protein	QXN67955.1	MZ422438.1	89	307		
QXN67973.1	QXN67973.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67974.1	QXN67974.1	hypothetical protein	QXN67955.1	MZ422438.1	89	192		
QXN67975.1	QXN67975.1	hypothetical protein	QXN67955.1	MZ422438.1	89	193		
QXN67976.1	QXN67976.1	hypothetical protein	QXN67955.1	MZ422438.1	89	194		
QXN67977.1	QXN67977.1	hypothetical protein	QXN67955.1	MZ422438.1	89	195		
QXN67978.1	QXN67978.1	hypothetical protein	QXN67955.1	MZ422438.1	89			
QXN67979.1	QXN67979.1	hypothetical protein	QXN67955.1	MZ422438.1	89	196		
QXN67980.1	QXN67980.1	hypothetical protein	QXN67955.1	MZ422438.1	89	181		
QXN67981.1	QXN67981.1	60 kDa chaperonin	QXN67955.1	MZ422438.1	89	510		
QXN67982.1	QXN67982.1	IS607 family transposase	QXN67955.1	MZ422438.1	89	34		
QXN67983.1	QXN67983.1	hypothetical protein	QXN67955.1	MZ422438.1	89	77		
