leaf_id	og_index	superkingdom	kingdom	phylum	class	order	family	genus	species	start_win	end_win	strand_win	start_target	end_target
3588	3588	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas duriflava	0.0	25191.0	+	1030.0	2799.0
3589	3589	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	0.0	1898.0	+	1268.0	1898.0
3590	3590	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Citromicrobium	Citromicrobium bathyomarinum	595238.0	676155.0	-	635238.0	636155.0
3591	3591	Bacteria	unclassified	Myxococcota		Polyangiales	Polyangiaceae		Polyangiaceae bacterium	0.0	72211.0	+	30247.0	32211.0
3592	3592	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas rhizosphaerae	0.0	71555.0	-	39478.0	40404.0
3593	3593	Bacteria	unclassified	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		Fimbriimonadaceae bacterium	0.0	79992.0	-	38478.0	39992.0
3594	3594	Bacteria	unclassified	Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Phaeodactylibacter	Phaeodactylibacter xiamenensis	0.0	8656.0	+	4762.0	5805.0
3595	3595	Bacteria	unclassified	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomyces sp.	0.0	2741.0	+	1.0	1402.0
3596	3596	Bacteria	unclassified	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Limenecus	Candidatus Limenecus avicola	0.0	16197.0	+	2943.0	4673.0
3597	3597	Bacteria	unclassified	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae		Gemmataceae bacterium	0.0	2487.0	-	1.0	1152.0
3598	3598	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium aquaticum	0.0	18428.0	+	11106.0	12131.0
3599	3599	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	69879.0	150781.0	+	109879.0	110781.0
3600	3600	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		Muribaculaceae bacterium	0.0	2773.0	-	1.0	721.0
3601	3601	Bacteria	unclassified	Campylobacterota	Epsilonproteobacteria	Nautiliales	Nautiliaceae		Nautiliaceae bacterium	5199.0	48646.0	+	45199.0	47064.0
3602	3602	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor aquibiodomus	2832694.0	2914286.0	-	2872694.0	2874286.0
3603	3603	Bacteria	unclassified	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	Cephaloticoccus	Cephaloticoccus sp.	0.0	4314.0	-	2081.0	3058.0
3604	3604	Bacteria	unclassified	Bacillota	Bacilli				Bacilli bacterium	0.0	4825.0	+	2518.0	4131.0
3605	3605	Bacteria	unclassified	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter sp. SYSU D00308	128937.0	205074.0	+	168937.0	169983.0
3606	3606	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria welshimeri	0.0	549.0	+	1.0	549.0
3607	3607	Bacteria	unclassified	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina mediterranea	1464303.0	1545382.0	-	1504303.0	1505382.0
3608	3608	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales		Enhygromyxa	Enhygromyxa sp.	0.0	3528.0	-	1865.0	3295.0
3609	3609	Bacteria	unclassified	Bacteroidota					Bacteroidota bacterium	0.0	7130.0	+	3562.0	5193.0
3610	3610	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales		Enhygromyxa	Enhygromyxa salina	0.0	31461.0	-	3482.0	4918.0
3611	3611	Bacteria	unclassified	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp.	30620.0	72266.0	-	70620.0	71441.0
3612	3612	Bacteria	unclassified	Myxococcota		Polyangiales	Polyangiaceae		Polyangiaceae bacterium	0.0	5988.0	+	4302.0	5729.0
3613	3613	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Zhongshania	Zhongshania sp.	0.0	20458.0	+	191.0	1825.0
3614	3614	Bacteria	unclassified	Armatimonadota					Armatimonadota bacterium	159581.0	240726.0	-	199581.0	200726.0
3615	3615	Bacteria	unclassified	Myxococcota		Polyangiales	Polyangiaceae		Polyangiaceae bacterium	0.0	14026.0	+	11746.0	13269.0
3616	3616	Bacteria	unclassified	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. EPR-157	0.0	35052.0	-	1819.0	3042.0
3617	3617	Bacteria	unclassified	Bacteroidota					Bacteroidota bacterium	4106.0	52257.0	+	44106.0	44996.0
3618	3618	Bacteria	unclassified	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae		Gemmataceae bacterium	0.0	7631.0	+	3772.0	5157.0
3619	3619	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	Dyella sp. RRB7	0.0	42949.0	+	1228.0	2949.0
3620	3620	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter caenipelagi	110241.0	191278.0	-	150241.0	151278.0
3621	3621	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp.	0.0	6394.0	+	1479.0	3125.0
3622	3622	Bacteria	unclassified	Myxococcota					Myxococcota bacterium	0.0	76648.0	+	35230.0	36648.0
3623	3623	Bacteria	unclassified	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		Oscillospiraceae bacterium	0.0	13939.0	+	2247.0	3272.0
3624	3624	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium sp. J15	172609.0	254288.0	-	212609.0	214288.0
3625	3625	Bacteria	unclassified	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstiella	Fuerstiella marisgermanici	4974400.0	5055434.0	+	5014400.0	5015434.0
3626	3626	Bacteria	unclassified	Chloroflexota					Chloroflexi bacterium AL-N5	7317.0	89074.0	+	47317.0	49074.0
3627	3627	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales			Flavobacteriales bacterium	114664.0	195710.0	-	154664.0	155710.0
3628	3628	Bacteria	unclassified	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Geminocystis	Geminocystis sp. GBBB08	0.0	13980.0	-	473.0	1579.0
3629	3629	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Archangium	Archangium sp.	0.0	15247.0	+	5507.0	7081.0
3630	3630	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi	212067.0	252982.0	+	252067.0	252982.0
3631	3631	Bacteria	unclassified	Myxococcota					Myxococcota bacterium	0.0	1639.0	-	125.0	1456.0
3632	3632	Bacteria	unclassified	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933	0.0	14711.0	-	799.0	1713.0
3633	3633	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	Thiothrix sp.	0.0	15419.0	+	1327.0	2604.0
3634	3634	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	uncultured Pseudoalteromonas sp.	0.0	70182.0	+	28590.0	30182.0
3635	3635	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Vogesella	Vogesella sp.	214976.0	295992.0	-	254976.0	255992.0
3636	3636	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		Crocinitomicaceae bacterium	0.0	44091.0	+	6291.0	7349.0
3637	3637	Bacteria	unclassified	Planctomycetota	Planctomycetia				Planctomycetia bacterium	0.0	3352.0	+	1838.0	3196.0
3638	3638	Bacteria	unclassified	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix agardhii	4541257.0	4622351.0	-	4581257.0	4582351.0
3639	3639	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		Crocinitomicaceae bacterium	0.0	2433.0	-	1.0	794.0
3640	3640	Bacteria	unclassified						bacterium	502618.0	578277.0	-	542618.0	543493.0
3641	3641	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. JJ689	0.0	50147.0	-	9038.0	10147.0
3642	3642	Bacteria	unclassified	Planctomycetota					Planctomycetota bacterium	0.0	4843.0	+	3958.0	4843.0
3643	3643	Bacteria	unclassified	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	Dehalogenimonas sp. WBC-2	725441.0	806439.0	+	765441.0	766439.0
3644	3644		unclassified						unidentified	3316070.0	3397848.0	-	3356070.0	3357848.0
3645	3645	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.0	325.0	-	1.0	325.0
3646	3646	Bacteria	unclassified	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	uncultured Leptotrichia sp.	0.0	2301.0	-	1.0	961.0
3647	3647	Bacteria	unclassified	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	uncultured Oscillibacter sp.	185072.0	266001.0	+	225072.0	226001.0
3648	3648	Bacteria	unclassified	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum heterosporum	529227.0	610360.0	-	569227.0	570360.0
3649	3649	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	922478.0	1003767.0	+	962478.0	963767.0
3650	3650	Bacteria	unclassified	Myxococcota		Haliangiales	Kofleriaceae		Kofleriaceae bacterium	0.0	29555.0	-	11600.0	13033.0
3651	3651	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium cyclinae	1622489.0	1703568.0	+	1662489.0	1663568.0
3652	3652	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium	290680.0	371717.0	+	330680.0	331717.0
3653	3653	Bacteria	unclassified	Bacteroidota					Bacteroidota bacterium	0.0	10665.0	-	7130.0	9322.0
3654	3654	Bacteria	unclassified	Planctomycetota	Planctomycetia	Pirellulales			Pirellulales bacterium	0.0	9721.0	-	2960.0	3880.0
3655	3655	Bacteria	unclassified	Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter	Haliscomenobacter hydrossis	7759607.0	7840653.0	+	7799607.0	7800653.0
3656	3656	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae		Hyphomonadaceae bacterium	0.0	28538.0	+	4494.0	6176.0
3657	3657	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	85510.0	166496.0	+	125510.0	126496.0
3658	3658	Bacteria	unclassified	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Candidatus Electrothrix	Candidatus Electrothrix aestuarii	2554672.0	2636243.0	+	2594672.0	2596243.0
3659	3659	Bacteria	unclassified	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga caldifontis	142702.0	223733.0	-	182702.0	183733.0
3660	3660	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. Ac-20365	0.0	47343.0	+	6291.0	7343.0
3661	3661	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas sp. An62	79898.0	122983.0	+	119898.0	120926.0
3662	3662	Bacteria	unclassified	Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter	Haliscomenobacter sp.	0.0	9327.0	-	3912.0	5417.0
3663	3663	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	175855.0	257018.0	-	215855.0	217018.0
3664	3664	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiolinaceae	Thiolinea	Thiolinea sp.	282385.0	363677.0	+	322385.0	323677.0
3665	3665	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcinus	0.0	51036.0	-	10059.0	11036.0
3666	3666	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	2427809.0	2508657.0	-	2467809.0	2468657.0
3667	3667	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	4640645.0	4722375.0	+	4680645.0	4682375.0
3668	3668	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter soli	1764671.0	1846206.0	+	1804671.0	1806206.0
3669	3669	Bacteria	unclassified	Myxococcota	Myxococcia				Deltaproteobacteria bacterium	0.0	9657.0	+	3277.0	4278.0
3670	3670	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	0.0	631.0	-	1.0	631.0
3671	3671	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanimonas	Oceanimonas sp. GK1	1997261.0	2079018.0	+	2037261.0	2039018.0
3672	3672	Bacteria	unclassified	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae		Prolixibacteraceae bacterium	5845.0	63717.0	-	45845.0	46747.0
3673	3673	Bacteria	unclassified	Myxococcota	Myxococcia				Deltaproteobacteria bacterium	20271.0	101572.0	+	60271.0	61572.0
3674	3674	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter bugandensis	90038.0	170949.0	-	130038.0	130949.0
3675	3675	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. 2692-1	238317.0	319750.0	+	278317.0	279750.0
3676	3676	Bacteria	unclassified	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia sp. NPDC051832	0.0	71844.0	-	30564.0	31844.0
3677	3677	Bacteria	unclassified	Myxococcota					Myxococcota bacterium	0.0	41628.0	-	2017.0	3459.0
3678	3678	Bacteria	unclassified	Candidatus Peregrinibacteria					Candidatus Peregrinibacteria bacterium GW2011_GWC2_33_13	0.0	62777.0	-	21041.0	22777.0
3679	3679	Bacteria	unclassified	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae		Gemmataceae bacterium	0.0	2409.0	-	200.0	1090.0
3680	3680	Bacteria	unclassified	Thermomicrobiota	Thermomicrobia	Thermomicrobiales			Thermomicrobiales bacterium	0.0	2832.0	+	1650.0	2753.0
3681	3681	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Sphingomonadales			Sphingomonadales bacterium	17819.0	76623.0	+	57819.0	58700.0
3682	3682	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pareuzebyella	Pareuzebyella sediminis	81210.0	162229.0	+	121210.0	122229.0
3683	3683	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Ideonella	Ideonella sp. MAG2	957214.0	1039118.0	-	997214.0	999118.0
3684	3684	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Cryomorphaceae		Cryomorphaceae bacterium	0.0	3034.0	+	824.0	1822.0
3685	3685	Bacteria	unclassified		Deltaproteobacteria	Candidatus Acidulodesulfobacterales		Candidatus Acidulodesulfobacterium	Candidatus Acidulodesulfobacterium acidiphilum	36915.0	117679.0	-	76915.0	77679.0
3686	3686	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Prosthecomicrobium	Prosthecomicrobium hirschii	3424936.0	3506519.0	-	3464936.0	3466519.0
3687	3687	Bacteria	unclassified	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	uncultured Oscillibacter sp.	0.0	7352.0	+	6069.0	7145.0
3688	3688	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales	Archangiaceae		Archangiaceae bacterium	0.0	72926.0	-	31523.0	32926.0
3689	3689	Bacteria	unclassified	Myxococcota					Myxococcota bacterium	0.0	9173.0	-	4980.0	6434.0
3690	3690	Bacteria	unclassified	Myxococcota		Polyangiales	Polyangiaceae	Polyangium	Polyangium sp.	0.0	4794.0	+	2956.0	4635.0
3691	3691	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens tegetincola	80900.0	161940.0	-	120900.0	121940.0
3692	3692	Bacteria	unclassified	Acidobacteriota	Thermoanaerobaculia				Thermoanaerobaculia bacterium	0.0	12220.0	+	3205.0	4902.0
3693	3693	Bacteria	unclassified	Myxococcota					Myxococcota bacterium	0.0	9933.0	-	8260.0	9585.0
3694	3694	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium nackdongense	3098847.0	3179971.0	+	3138847.0	3139971.0
3695	3695	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	0.0	7234.0	+	4964.0	5968.0
3696	3696	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp.	0.0	47604.0	-	30022.0	31602.0
3697	3697	Bacteria	unclassified	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		Lachnospiraceae bacterium	0.0	3246.0	-	1.0	1043.0
3698	3698	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans	600312.0	682036.0	-	640312.0	642036.0
3699	3699	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria		Candidatus Competibacteraceae	Candidatus Competibacter	Candidatus Competibacter denitrificans	0.0	14820.0	-	4016.0	5320.0
3700	3700	Bacteria	unclassified	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp.	0.0	35899.0	+	585.0	2111.0
3701	3701	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae		Burkholderiaceae bacterium	0.0	9427.0	-	4362.0	6227.0
3702	3702	Bacteria	unclassified	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp.	0.0	6177.0	+	731.0	2437.0
3703	3703	Bacteria	unclassified	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		Oscillospiraceae bacterium	0.0	16583.0	-	14520.0	15434.0
3704	3704	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae		Myxococcaceae bacterium	0.0	3182.0	+	1714.0	3182.0
3705	3705	Bacteria	unclassified	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus sp.	0.0	5556.0	+	58.0	735.0
3706	3706	Bacteria	unclassified	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister sp.	0.0	52647.0	+	10977.0	12647.0
3707	3707	Bacteria	unclassified	Myxococcota	Myxococcia				Deltaproteobacteria bacterium	0.0	6324.0	+	616.0	2070.0
3708	3708	Bacteria	unclassified	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		Lachnospiraceae bacterium	370814.0	451527.0	+	410814.0	411527.0
3709	3709	Bacteria	unclassified	Planctomycetota	Phycisphaerae	Sedimentisphaerales			Sedimentisphaerales bacterium	0.0	3217.0	-	834.0	1835.0
3710	3710	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	0.0	489.0	+	1.0	489.0
3711	3711	Bacteria	unclassified	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus sp.	0.0	26982.0	-	8376.0	9476.0
3712	3712	Bacteria	unclassified	Candidatus Paceibacterota					Candidatus Paceibacterota bacterium	5504.0	49748.0	+	45504.0	46364.0
3713	3713	Bacteria	unclassified	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter nyackensis	236362.0	317177.0	+	276362.0	277177.0
3714	3714	Bacteria	unclassified	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia sp.	530.0	52701.0	-	40530.0	41522.0
3715	3715	Bacteria	unclassified	Verrucomicrobiota	Opitutia	Puniceicoccales	Pelagicoccaceae	Pelagicoccus	Pelagicoccus enzymogenes	0.0	63714.0	+	22374.0	23714.0
3716	3716	Bacteria	unclassified	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae		Cyclobacteriaceae bacterium	0.0	6047.0	+	3028.0	4641.0
3717	3717	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.0	338.0	-	1.0	319.0
3718	3718	Bacteria	unclassified	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Draconibacterium	Draconibacterium orientale	2839785.0	2920621.0	-	2879785.0	2880621.0
3719	3719	Bacteria	unclassified	Myxococcota	Myxococcia				Deltaproteobacteria bacterium	0.0	15532.0	-	2811.0	3689.0
3720	3720	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae		Burkholderiaceae bacterium	0.0	3261.0	+	251.0	2056.0
3721	3721	Bacteria	unclassified	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae		Gemmataceae bacterium	0.0	8391.0	+	6027.0	7295.0
3722	3722	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	0.0	50463.0	+	15197.0	16465.0
3723	3723	Bacteria	unclassified	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	1305451.0	1386362.0	-	1345451.0	1346362.0
3724	3724	Bacteria	unclassified	Bacteroidota					Bacteroidota bacterium	0.0	16989.0	-	3542.0	4672.0
3725	3725	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales			Myxococcales bacterium	0.0	2937.0	-	1929.0	2937.0
3726	3726	Bacteria	unclassified						candidate division KSB1 bacterium	0.0	5313.0	-	1.0	774.0
3727	3727	Bacteria	unclassified	Candidatus Saccharibacteria					Candidatus Saccharibacteria bacterium	43454.0	117063.0	-	83454.0	84413.0
3728	3728	Bacteria	unclassified	Planctomycetota	Phycisphaerae	Phycisphaerales			Phycisphaerales bacterium	0.0	1973.0	+	146.0	1054.0
3729	3729	Bacteria	unclassified	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae		Leptolyngbyaceae cyanobacterium	93570.0	175012.0	+	133570.0	135012.0
3730	3730	Bacteria	unclassified	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae		Ktedonobacteraceae bacterium	0.0	1163.0	+	316.0	1125.0
3731	3731		unclassified						unidentified	0.0	53935.0	-	13390.0	13935.0
3732	3732	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas jeddahensis	93961.0	135420.0	+	133961.0	134827.0
3733	3733	Bacteria	unclassified	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema porcinum	0.0	10904.0	+	269.0	1177.0
3734	3734	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium	0.0	1370.0	+	446.0	1370.0
3735	3735	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium endalhagicum	1028632.0	1109708.0	-	1068632.0	1069708.0
3736	3736	Bacteria	unclassified	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Humisphaera	Humisphaera sp.	0.0	49026.0	+	36552.0	38294.0
3737	3737	Bacteria	unclassified	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		Planctomycetaceae bacterium	0.0	8078.0	+	2559.0	3881.0
3738	3738	Bacteria	unclassified	Abditibacteriota	Abditibacteriia	Abditibacteriales	Abditibacteriaceae		Abditibacteriaceae bacterium	0.0	3740.0	-	2207.0	3706.0
3739	3739	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas mossii	0.0	23013.0	+	9295.0	10461.0
3740	3740	Bacteria	unclassified	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tautonia	Tautonia sociabilis	0.0	78397.0	-	37003.0	38397.0
3741	3741	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			Hyphomicrobiales bacterium	0.0	5457.0	+	1.0	1829.0
3742	3742	Bacteria	unclassified	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		Solirubrobacteraceae bacterium	10884.0	61688.0	-	50884.0	52575.0
3743	3743	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	0.0	4770.0	+	1909.0	2655.0
3744	3744	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	50218.0	91432.0	+	90218.0	91423.0
3745	3745	Bacteria	unclassified	Chloroflexota					Chloroflexota bacterium	0.0	1380.0	+	625.0	1380.0
3746	3746	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas rivipollensis	94433.0	175344.0	+	134433.0	135344.0
3747	3747	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum	361737.0	443497.0	+	401737.0	403497.0
3748	3748	Bacteria	unclassified						bacterium	0.0	11081.0	+	9962.0	10783.0
3749	3749	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales		Eleftheria	Eleftheria terrae	3725769.0	3807676.0	-	3765769.0	3767676.0
3750	3750	Bacteria	unclassified	Actinomycetota					Actinomycetota bacterium	0.0	3239.0	-	2444.0	3238.0
